Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0002008	GL50803_5947	GMRT_12647	SS50377_20427
OG0002009	GL50803_14069	GMRT_15598	SS50377_20296
OG0002010	GL50803_5939	GMRT_15599	SS50377_27191
OG0002011	GL50803_14068	GMRT_15601	SS50377_20225
OG0002012	GL50803_13133	GMRT_12678	SS50377_24474
OG0002013	GL50803_6317	GMRT_12660	SS50377_21113
OG0002014	GL50803_3993	GMRT_12671	SS50377_22504
OG0002015	GL50803_3994	GMRT_12662	SS50377_25667
OG0002016	GL50803_17334	GMRT_12669	SS50377_22006
OG0002017	GL50803_17333	GMRT_12668	SS50377_22830
OG0002018	GL50803_4652	GMRT_12659	SS50377_20530
OG0002019	GL50803_17330	GMRT_15606	SS50377_21188
OG0002020	GL50803_10190	GMRT_12646	SS50377_27218
OG0002021	GL50803_37578	GMRT_15596	SS50377_28700
OG0002022	GL50803_17326	GMRT_10986	SS50377_20863
OG0002023	GL50803_17325	GMRT_15592	SS50377_27708
OG0002024	GL50803_112258	GMRT_15591	SS50377_22913
OG0002025	GL50803_10577	GMRT_15580	SS50377_23577
OG0002026	GL50803_15248	GMRT_12875	SS50377_25717
OG0002027	GL50803_10570	GMRT_12873	SS50377_28338
OG0002028	GL50803_87208	GMRT_12871	SS50377_23323
OG0002029	GL50803_61626	GMRT_11980	SS50377_27336
OG0002030	GL50803_87205	GMRT_11981	SS50377_23296
OG0002031	GL50803_61627	GMRT_12876	SS50377_20925
OG0002032	GL50803_13720	GMRT_15150, GMRT_23191	
OG0002033	GL50803_15067	GMRT_12882	SS50377_23652
OG0002034	GL50803_17264	GMRT_14432	SS50377_24905
OG0002035	GL50803_17263	GMRT_14423	SS50377_24494
OG0002036	GL50803_17261	GMRT_14424	SS50377_21090
OG0002037	GL50803_14633	GMRT_14434	SS50377_27815
OG0002038	GL50803_17258	GMRT_14416	SS50377_25533
OG0002039	GL50803_8102	GMRT_14415, GMRT_15642	
OG0002040	GL50803_3598	GMRT_14413	SS50377_22165
OG0002041	GL50803_16436	GMRT_14412	SS50377_27972
OG0002042	GL50803_87149	GMRT_10856	SS50377_27959
OG0002043	GL50803_7522	GMRT_10855	SS50377_21202
OG0002044	GL50803_28232	GMRT_10860	SS50377_27889
OG0002045	GL50803_7512	GMRT_14408	SS50377_26898
OG0002046	GL50803_113625	GMRT_10863	SS50377_28314
OG0002047	GL50803_16433	GMRT_10864	SS50377_28412
OG0002048	GL50803_10221	GMRT_10840	SS50377_21059
OG0002049	GL50803_15144	GMRT_10841	SS50377_25441
OG0002050	GL50803_8381	GMRT_10829	SS50377_25790
OG0002051	GL50803_300001	GMRT_10830	SS50377_20850
OG0002052	GL50803_16929	GMRT_10832	SS50377_23772
OG0002053	GL50803_5883	GMRT_10816	SS50377_27813
OG0002054	GL50803_16926	GMRT_10817	SS50377_25538
OG0002055	GL50803_5890	GMRT_10818	SS50377_27576
OG0002056	GL50803_5892	GMRT_10819	SS50377_28324
OG0002057	GL50803_14058	GMRT_10820	SS50377_24482
OG0002058	GL50803_4547	GMRT_10846	SS50377_23044
OG0002059	GL50803_4548	GMRT_10847	SS50377_25310
OG0002060	GL50803_14961	GMRT_10852	SS50377_22185
OG0002061	GL50803_9480	GMRT_10193	SS50377_23680
OG0002062	GL50803_9481	GMRT_10813	SS50377_26412
OG0002063	GL50803_16240	GMRT_10812	SS50377_26390
OG0002064	GL50803_94287	GMRT_11692	SS50377_20040
OG0002065	GL50803_4577	GMRT_11495	SS50377_28177
OG0002066	GL50803_24485	GMRT_10200	SS50377_25765
OG0002067	GL50803_15956	GMRT_10201	SS50377_24394
OG0002068	GL50803_15955	GMRT_10202	SS50377_23104
OG0002069	GL50803_16069	GMRT_11676	SS50377_25432
OG0002070	GL50803_16068	GMRT_11673	SS50377_20071
OG0002071	GL50803_5925	GMRT_10811	SS50377_26865
OG0002072	GL50803_94322	GMRT_10198	SS50377_27197
OG0002073	GL50803_33932	GMRT_11642	SS50377_22022
OG0002074	GL50803_4204	GMRT_14643	SS50377_21115
OG0002075	GL50803_13561	GMRT_14646	SS50377_25797
OG0002076	GL50803_16760	GMRT_14647	SS50377_23005
OG0002077	GL50803_16761	GMRT_14648	SS50377_23735
OG0002078	GL50803_15545	GMRT_11667	SS50377_21973
OG0002079	GL50803_15546	GMRT_15742, GMRT_24039	
OG0002080	GL50803_15547	GMRT_14650	SS50377_23072
OG0002081	GL50803_15548	GMRT_11674	SS50377_22326
OG0002082	GL50803_11992	GMRT_11647	SS50377_23814
OG0002083	GL50803_15551	GMRT_11646	SS50377_22804
OG0002084	GL50803_14004	GMRT_14641	SS50377_23532
OG0002085	GL50803_5661	GMRT_14899	SS50377_20905
OG0002086	GL50803_5659	GMRT_14900	SS50377_28139
OG0002087	GL50803_16722	GMRT_14903	SS50377_23657
OG0002088	GL50803_7416	GMRT_14896	SS50377_25422
OG0002089	GL50803_14451	GMRT_10012	SS50377_27841
OG0002090	GL50803_7421	GMRT_14893	SS50377_21961
OG0002091	GL50803_14083	GMRT_14887	SS50377_20935
OG0002092	GL50803_37985	GMRT_14886	SS50377_25774
OG0002093	GL50803_2010	GMRT_10519	SS50377_23475
OG0002094	GL50803_2011	GMRT_10530	SS50377_27375
OG0002095	GL50803_2014	GMRT_10533	SS50377_24847
OG0002096	GL50803_2101	GMRT_10534	SS50377_24003
OG0002097	GL50803_16834	GMRT_10535	SS50377_24764
OG0002098	GL50803_10840	GMRT_10536	SS50377_26616
OG0002099	GL50803_10846	GMRT_14908	SS50377_25631
OG0002100	GL50803_15305	GMRT_14905	SS50377_23125
OG0002101	GL50803_10856	GMRT_10525	SS50377_23944
OG0002102	GL50803_10857	GMRT_10524	SS50377_27836
OG0002103	GL50803_91643	GMRT_10544	SS50377_23437
OG0002104	GL50803_21750	GMRT_10541	SS50377_24934
OG0002105	GL50803_103285	GMRT_10540	SS50377_27338
OG0002106	GL50803_15219	GMRT_10551	SS50377_23447
OG0002107	GL50803_10459	GMRT_10554	SS50377_24426
OG0002108	GL50803_15218	GMRT_10555	SS50377_28040
OG0002109	GL50803_16635	GMRT_10622, GMRT_23773	
OG0002110	GL50803_15216	GMRT_10620	SS50377_20937
OG0002111	GL50803_15215	GMRT_10618	SS50377_27533
OG0002112	GL50803_16636	GMRT_10614	SS50377_21889
OG0002113	GL50803_32786	GMRT_10612	SS50377_23646
OG0002114	GL50803_16639	GMRT_15501	SS50377_26705
OG0002115	GL50803_13467	GMRT_10569	SS50377_27159
OG0002116	GL50803_16641	GMRT_14187	SS50377_24378
OG0002117	GL50803_90418	GMRT_10602	SS50377_25122
OG0002118	GL50803_13315	GMRT_10605	SS50377_27072
OG0002119	GL50803_5921	GMRT_10610	SS50377_24359
OG0002120	GL50803_5919	GMRT_10566	SS50377_23730
OG0002121	GL50803_5910	GMRT_12531	SS50377_22242
OG0002122	GL50803_90402	GMRT_10564	SS50377_22094
OG0002123	GL50803_10822	GMRT_10561	SS50377_21797
OG0002124	GL50803_10824	GMRT_13996	SS50377_23755
OG0002125	GL50803_15297	GMRT_10558	SS50377_27024
OG0002126	GL50803_113143	GMRT_16279	SS50377_21146
OG0002127	GL50803_17505	GMRT_16281	SS50377_23760
OG0002128	GL50803_17506	GMRT_10577	SS50377_21065
OG0002129	GL50803_10254	GMRT_16275	SS50377_27617
OG0002130	GL50803_10255	GMRT_16277	SS50377_23342
OG0002131	GL50803_10261	GMRT_10585	SS50377_26935
OG0002132	GL50803_15156	GMRT_10584	SS50377_27984
OG0002133	GL50803_6582	GMRT_10579	SS50377_22893
OG0002134	GL50803_22802	GMRT_10594	SS50377_27356
OG0002135	GL50803_22806	GMRT_14206	SS50377_24746
OG0002136	GL50803_7747	GMRT_14205	SS50377_27677
OG0002137	GL50803_22808	GMRT_14204	SS50377_27469
OG0002138	GL50803_8243	GMRT_10592	SS50377_21194
OG0002139	GL50803_8242	GMRT_10593	SS50377_22112
OG0002140	GL50803_4502	GMRT_10596	SS50377_26386
OG0002141	GL50803_17518	GMRT_14207	SS50377_23643
OG0002142	GL50803_8061	GMRT_16285	SS50377_26407
OG0002143	GL50803_14622	GMRT_16284	SS50377_28544
OG0002144	GL50803_14621	GMRT_14292	SS50377_22865
OG0002145	GL50803_102184	GMRT_10599	SS50377_20084
OG0002146	GL50803_17520	GMRT_10574	SS50377_21853
OG0002147		GMRT_10225, GMRT_14125, GMRT_16109	
OG0002148		GMRT_16360	SS50377_21107, SS50377_27690
OG0002149		GMRT_10065, GMRT_11429, GMRT_12833	
OG0002150		GMRT_10307	SS50377_20589, SS50377_28774
OG0002151		GMRT_11020, GMRT_20867, GMRT_24200	
OG0002152		GMRT_11591, GMRT_21143, GMRT_21151	
OG0002153		GMRT_10394	SS50377_22687, SS50377_22700
OG0002154		GMRT_10356, GMRT_23925, GMRT_24746	
OG0002155		GMRT_10355, GMRT_23926, GMRT_24745	
OG0002156		GMRT_12883, GMRT_13949, GMRT_15151	
OG0002157		GMRT_13186	SS50377_20607, SS50377_26492
OG0002158		GMRT_11978, GMRT_25090, GMRT_25126	
OG0002159		GMRT_11033	SS50377_22890, SS50377_26204
OG0002160		GMRT_13766	SS50377_21329, SS50377_21335
OG0002161		GMRT_16179, GMRT_25311, GMRT_25350	
OG0002162			SS50377_20169, SS50377_24708, SS50377_27590
OG0002163			SS50377_20205, SS50377_27058, SS50377_27062
OG0002164			SS50377_20307, SS50377_20324, SS50377_20330
OG0002165			SS50377_20348, SS50377_20363, SS50377_23456
OG0002166			SS50377_20514, SS50377_20560, SS50377_20562
OG0002167			SS50377_20525, SS50377_20541, SS50377_20567
OG0002168			SS50377_20544, SS50377_28438, SS50377_28511
OG0002169			SS50377_20582, SS50377_20593, SS50377_28778
OG0002170			SS50377_20583, SS50377_20592, SS50377_28777
OG0002171			SS50377_20585, SS50377_20590, SS50377_28775
OG0002172			SS50377_20618, SS50377_20849, SS50377_20880
OG0002173			SS50377_20620, SS50377_20629, SS50377_20883
OG0002174			SS50377_20635, SS50377_20641, SS50377_23406
OG0002175			SS50377_20660, SS50377_20666, SS50377_28739
OG0002176			SS50377_20696, SS50377_20697, SS50377_28407
OG0002177			SS50377_20699, SS50377_20708, SS50377_26400
OG0002178			SS50377_20706, SS50377_20758, SS50377_26524
OG0002179			SS50377_20711, SS50377_21495, SS50377_24743
OG0002180			SS50377_20720, SS50377_20740, SS50377_20746
OG0002181			SS50377_20721, SS50377_20739, SS50377_20747
OG0002182			SS50377_20722, SS50377_20738, SS50377_20748
OG0002183			SS50377_20725, SS50377_20735, SS50377_20751
OG0002184			SS50377_20726, SS50377_20734, SS50377_20752
OG0002185			SS50377_20727, SS50377_20733, SS50377_20753
OG0002186			SS50377_20728, SS50377_20732, SS50377_20754
OG0002187			SS50377_20792, SS50377_24612, SS50377_24613
OG0002188			SS50377_20831, SS50377_20844, SS50377_21937
OG0002189			SS50377_20862, SS50377_20894, SS50377_20896
OG0002190			SS50377_20873, SS50377_27198, SS50377_27432
OG0002191			SS50377_20893, SS50377_20918, SS50377_25687
OG0002192			SS50377_20922, SS50377_22174, SS50377_25296
OG0002193			SS50377_20950, SS50377_24683, SS50377_26388
OG0002194			SS50377_20962, SS50377_21075, SS50377_28748
OG0002195			SS50377_21221, SS50377_25008, SS50377_25016
OG0002196			SS50377_21266, SS50377_21271, SS50377_25586
OG0002197			SS50377_21286, SS50377_27728, SS50377_28365
OG0002198			SS50377_21317, SS50377_21364, SS50377_21370
OG0002199			SS50377_21390, SS50377_21908, SS50377_28370
OG0002200			SS50377_21398, SS50377_21472, SS50377_22316
OG0002201			SS50377_21404, SS50377_21468, SS50377_21479
OG0002202			SS50377_21441, SS50377_28503, SS50377_28514
OG0002203			SS50377_21446, SS50377_21634, SS50377_28480
OG0002204			SS50377_21449, SS50377_21626, SS50377_21702
OG0002205			SS50377_21466, SS50377_23078, SS50377_23503
OG0002206			SS50377_21529, SS50377_21531, SS50377_27109
OG0002207			SS50377_21555, SS50377_26221, SS50377_26232
OG0002208			SS50377_21680, SS50377_21768, SS50377_21769
OG0002209			SS50377_21711, SS50377_21726, SS50377_28491
OG0002210			SS50377_21713, SS50377_21730, SS50377_28479
OG0002211			SS50377_21754, SS50377_23194, SS50377_25935
OG0002212			SS50377_21771, SS50377_24816, SS50377_25756
OG0002213			SS50377_22020, SS50377_28798, SS50377_28800
OG0002214			SS50377_22024, SS50377_22517, SS50377_22544
OG0002215			SS50377_22357, SS50377_24506, SS50377_28183
OG0002216			SS50377_22444, SS50377_25186, SS50377_26567
OG0002217			SS50377_22617, SS50377_22623, SS50377_22630
OG0002218			SS50377_22674, SS50377_28609, SS50377_28720
OG0002219			SS50377_22731, SS50377_22840, SS50377_22855
OG0002220			SS50377_22741, SS50377_22750, SS50377_22777
OG0002221			SS50377_22742, SS50377_22751, SS50377_22776
OG0002222			SS50377_22743, SS50377_22752, SS50377_22775
OG0002223			SS50377_22791, SS50377_22795, SS50377_28787
OG0002224			SS50377_22812, SS50377_22818, SS50377_22825
OG0002225			SS50377_22880, SS50377_26654, SS50377_27515
OG0002226			SS50377_23069, SS50377_23084, SS50377_23086
OG0002227			SS50377_23081, SS50377_23083, SS50377_23087
OG0002228			SS50377_23319, SS50377_24932, SS50377_25236
OG0002229			SS50377_23417, SS50377_24087, SS50377_26229
OG0002230			SS50377_23517, SS50377_23521, SS50377_23527
OG0002231			SS50377_23823, SS50377_23849, SS50377_23870
OG0002232			SS50377_23852, SS50377_23858, SS50377_23861
OG0002233			SS50377_23881, SS50377_23889, SS50377_24207
OG0002234			SS50377_23985, SS50377_23990, SS50377_23997
OG0002235			SS50377_23986, SS50377_23989, SS50377_23998
OG0002236			SS50377_24014, SS50377_24021, SS50377_24029
OG0002237			SS50377_24015, SS50377_24022, SS50377_24030
OG0002238			SS50377_24043, SS50377_24098, SS50377_24102
OG0002239			SS50377_24048, SS50377_24057, SS50377_24065
OG0002240			SS50377_24081, SS50377_24111, SS50377_24113
OG0002241			SS50377_24093, SS50377_24107, SS50377_24112
OG0002242			SS50377_24220, SS50377_24254, SS50377_24259
OG0002243			SS50377_24221, SS50377_24255, SS50377_24258
OG0002244			SS50377_24289, SS50377_27906, SS50377_27916
OG0002245			SS50377_24306, SS50377_24316, SS50377_24347
OG0002246			SS50377_24439, SS50377_24444, SS50377_27874
OG0002247			SS50377_24530, SS50377_24531, SS50377_25698
OG0002248			SS50377_24785, SS50377_24796, SS50377_24805
OG0002249			SS50377_24826, SS50377_24842, SS50377_24866
OG0002250			SS50377_24862, SS50377_27922, SS50377_28074
OG0002251			SS50377_24873, SS50377_24906, SS50377_26308
OG0002252			SS50377_24897, SS50377_24925, SS50377_24940
OG0002253			SS50377_25058, SS50377_25059, SS50377_25273
OG0002254			SS50377_25174, SS50377_25180, SS50377_25206
OG0002255			SS50377_25313, SS50377_28199, SS50377_28208
OG0002256			SS50377_25324, SS50377_25332, SS50377_25368
OG0002257			SS50377_25348, SS50377_25369, SS50377_25370
OG0002258			SS50377_25659, SS50377_25664, SS50377_25748
OG0002259			SS50377_25688, SS50377_25689, SS50377_26819
OG0002260			SS50377_25983, SS50377_25998, SS50377_26015
OG0002261			SS50377_25984, SS50377_25999, SS50377_26016
OG0002262			SS50377_26019, SS50377_26022, SS50377_26143
OG0002263			SS50377_26045, SS50377_26059, SS50377_26065
OG0002264			SS50377_26046, SS50377_26057, SS50377_26067
OG0002265			SS50377_26051, SS50377_26073, SS50377_26117
OG0002266			SS50377_26053, SS50377_26071, SS50377_26091
OG0002267			SS50377_26148, SS50377_26175, SS50377_28816
OG0002268			SS50377_26206, SS50377_26214, SS50377_26236
OG0002269			SS50377_26254, SS50377_27112, SS50377_27158
OG0002270			SS50377_26277, SS50377_26286, SS50377_26295
OG0002271			SS50377_26280, SS50377_26290, SS50377_26298
OG0002272			SS50377_26360, SS50377_26365, SS50377_26366
OG0002273			SS50377_26394, SS50377_26488, SS50377_27002
OG0002274			SS50377_26418, SS50377_26419, SS50377_28810
OG0002275			SS50377_26429, SS50377_26439, SS50377_26933
OG0002276			SS50377_26506, SS50377_26632, SS50377_26637
OG0002277			SS50377_26619, SS50377_27160, SS50377_27164
OG0002278			SS50377_26630, SS50377_26639, SS50377_26651
OG0002279			SS50377_27015, SS50377_27017, SS50377_27022
OG0002280			SS50377_27101, SS50377_27104, SS50377_27120
OG0002281			SS50377_27111, SS50377_27122, SS50377_27124
OG0002282			SS50377_27184, SS50377_27207, SS50377_27223
OG0002283			SS50377_27192, SS50377_27215, SS50377_27231
OG0002284			SS50377_27263, SS50377_27274, SS50377_27288
OG0002285			SS50377_27265, SS50377_27272, SS50377_27290
OG0002286			SS50377_27279, SS50377_27283, SS50377_28819
OG0002287			SS50377_27379, SS50377_27381, SS50377_27401
OG0002288			SS50377_27751, SS50377_27772, SS50377_27780
OG0002289			SS50377_27913, SS50377_28158, SS50377_28169
OG0002290			SS50377_28084, SS50377_28091, SS50377_28101
OG0002291			SS50377_28392, SS50377_28396, SS50377_28400
OG0002292			SS50377_28526, SS50377_28548, SS50377_28561
OG0002293	GL50803_8038		SS50377_25447
OG0002294	GL50803_16312	GMRT_13166	
OG0002295	GL50803_114498	GMRT_13155	
OG0002296	GL50803_14708	GMRT_13151	
OG0002297	GL50803_8438	GMRT_13150	
OG0002298	GL50803_8445	GMRT_13142	
OG0002299	GL50803_8446	GMRT_13141	
OG0002300	GL50803_101824	GMRT_16099	
OG0002301	GL50803_10605	GMRT_16095	
OG0002302	GL50803_29252	GMRT_16094	
OG0002303	GL50803_15251	GMRT_16093	
OG0002304	GL50803_3755	GMRT_16091	
OG0002305	GL50803_3756	GMRT_23531	
OG0002306	GL50803_26838	GMRT_16090	
OG0002307	GL50803_94542	GMRT_16086	
OG0002308	GL50803_116745, GL50803_60085		
OG0002309	GL50803_5324	GMRT_10284	
OG0002310	GL50803_16297	GMRT_15286	
OG0002311	GL50803_2830	GMRT_13240	
OG0002312	GL50803_17058	GMRT_15979	
OG0002313	GL50803_1890	GMRT_16395	
OG0002314	GL50803_17055	GMRT_16397	
OG0002315	GL50803_17053	GMRT_10505	
OG0002316	GL50803_91476	GMRT_11272	
OG0002317	GL50803_91504	GMRT_13925	
OG0002318	GL50803_27835	GMRT_jh024	
OG0002319	GL50803_96605	GMRT_13926	
OG0002320	GL50803_10038	GMRT_10258	
OG0002321	GL50803_15101	GMRT_10247	
OG0002322	GL50803_10036	GMRT_10246	
OG0002323	GL50803_17154	GMRT_10983	
OG0002324	GL50803_13999		SS50377_21030
OG0002325	GL50803_17153	GMRT_10257	
OG0002326	GL50803_5649	GMRT_10256	
OG0002327	GL50803_5648	GMRT_10267	
OG0002328	GL50803_13995	GMRT_10266	
OG0002329	GL50803_17152	GMRT_10280	
OG0002330	GL50803_7579	GMRT_10269	
OG0002331	GL50803_7577	GMRT_10270	
OG0002332	GL50803_88245	GMRT_10219	
OG0002333	GL50803_60176, GL50803_d60176		
OG0002334	GL50803_116574, GL50803_116575		
OG0002335	GL50803_21198	GMRT_13544	
OG0002336	GL50803_15109	GMRT_13079	
OG0002337	GL50803_10079	GMRT_10212	
OG0002338	GL50803_21201	GMRT_10206	
OG0002339	GL50803_16374	GMRT_13560	
OG0002340	GL50803_16373, GL50803_60647		
OG0002341	GL50803_8415	GMRT_13969	
OG0002342	GL50803_101739	GMRT_11635	
OG0002343	GL50803_8410	GMRT_11638	
OG0002344	GL50803_16266	GMRT_11681	
OG0002345	GL50803_25809	GMRT_14671	
OG0002346	GL50803_60163	GMRT_14662	
OG0002347	GL50803_16077	GMRT_14665	
OG0002348	GL50803_21232	GMRT_14666	
OG0002349	GL50803_9030	GMRT_14668	
OG0002350	GL50803_9036		SS50377_27321
OG0002351	GL50803_9046	GMRT_13422	
OG0002352	GL50803_14845	GMRT_10149	
OG0002353	GL50803_9048	GMRT_13423	
OG0002354	GL50803_91374	GMRT_13425	
OG0002355	GL50803_16085	GMRT_13418	
OG0002356	GL50803_5069	GMRT_13416	
OG0002357	GL50803_16152	GMRT_11661	
OG0002358	GL50803_60183	GMRT_11660	
OG0002359	GL50803_14458	GMRT_11658	
OG0002360	GL50803_60002	GMRT_fx014	
OG0002361	GL50803_13109	GMRT_11653	
OG0002362	GL50803_113219	GMRT_13973	
OG0002363	GL50803_15958	GMRT_13972	
OG0002364	GL50803_2461	GMRT_14661	
OG0002365	GL50803_14198	GMRT_14679	
OG0002366	GL50803_17110	GMRT_11099	
OG0002367	GL50803_17111	GMRT_fx002	
OG0002368	GL50803_37711	GMRT_15000	
OG0002369	GL50803_8827	GMRT_14998	
OG0002370	GL50803_14047, GL50803_14360		
OG0002371	GL50803_86761	GMRT_13759	
OG0002372	GL50803_16552	GMRT_13761	
OG0002373	GL50803_21622	GMRT_11284	
OG0002374	GL50803_14525	GMRT_11293	
OG0002375	GL50803_7728	GMRT_11283	
OG0002376	GL50803_8026	GMRT_14084	
OG0002377	GL50803_8023	GMRT_11287	
OG0002378	GL50803_15049	GMRT_12765	
OG0002379	GL50803_16574	GMRT_12968	
OG0002380	GL50803_103164	GMRT_10079	
OG0002381	GL50803_16578	GMRT_12505	
OG0002382	GL50803_13863	GMRT_12507	
OG0002383	GL50803_24194	GMRT_12499	
OG0002384	GL50803_8173		SS50377_21125
OG0002385	GL50803_8174	GMRT_15305	
OG0002386	GL50803_8182	GMRT_15303	
OG0002387	GL50803_16464	GMRT_15302	
OG0002388	GL50803_60213	GMRT_15307	
OG0002389	GL50803_3563	GMRT_15308	
OG0002390	GL50803_60223, GL50803_d60223		
OG0002391	GL50803_14158	GMRT_15537	
OG0002392	GL50803_16339	GMRT_15538	
OG0002393	GL50803_6284	GMRT_15311	
OG0002394	GL50803_6377	GMRT_15312	
OG0002395	GL50803_113871	GMRT_15309	
OG0002396	GL50803_6375	GMRT_15310	
OG0002397	GL50803_113873	GMRT_14261	
OG0002398	GL50803_13512	GMRT_15540	
OG0002399	GL50803_16054	GMRT_14269	
OG0002400	GL50803_1300	GMRT_12360	
OG0002401	GL50803_36943	GMRT_14266	
OG0002402	GL50803_13101	GMRT_14262	
OG0002403	GL50803_16355	GMRT_15547	
OG0002404	GL50803_16354	GMRT_15548	
OG0002405	GL50803_14675	GMRT_15549	
OG0002406	GL50803_8260	GMRT_10503	
OG0002407	GL50803_16353	GMRT_15554	
OG0002408	GL50803_16954	GMRT_22504	
OG0002409	GL50803_3342	GMRT_15560	
OG0002410	GL50803_16952	GMRT_15557	
OG0002411	GL50803_14704	GMRT_15583	
OG0002412	GL50803_8429	GMRT_10389	
OG0002413	GL50803_8771	GMRT_15568	
OG0002414	GL50803_28629	GMRT_13215	
OG0002415	GL50803_2382	GMRT_11985	
OG0002416	GL50803_16736	GMRT_11988	
OG0002417	GL50803_103810	GMRT_11989	
OG0002418	GL50803_16733	GMRT_11990	
OG0002419	GL50803_16732		SS50377_23605
OG0002420	GL50803_16731	GMRT_23264	
OG0002421	GL50803_13475	GMRT_16216	
OG0002422	GL50803_137719	GMRT_16217	
OG0002423	GL50803_17120	GMRT_16219	
OG0002424	GL50803_11099	GMRT_16223	
OG0002425	GL50803_11105	GMRT_23243	
OG0002426	GL50803_15340	GMRT_23242	
OG0002427	GL50803_11107	GMRT_23241	
OG0002428	GL50803_17119	GMRT_23239	
OG0002429	GL50803_11110	GMRT_11715	
OG0002430	GL50803_11114	GMRT_23236	
OG0002431	GL50803_11116	GMRT_23231	
OG0002432	GL50803_11120	GMRT_23229	
OG0002433	GL50803_8163	GMRT_23235	
OG0002434	GL50803_14650	GMRT_12058	
OG0002435	GL50803_8157	GMRT_23279	
OG0002436	GL50803_8152	GMRT_16225	
OG0002437	GL50803_8145	GMRT_23226	
OG0002438	GL50803_17115	GMRT_10078	
OG0002439	GL50803_2217	GMRT_11665	
OG0002440	GL50803_13196	GMRT_13976	
OG0002441	GL50803_6982	GMRT_16214	
OG0002442	GL50803_14333	GMRT_16213	
OG0002443	GL50803_16050	GMRT_23273	
OG0002444	GL50803_8078	GMRT_12069	
OG0002445	GL50803_2779	GMRT_12065	
OG0002446	GL50803_2777	GMRT_12062	
OG0002447	GL50803_16534	GMRT_12066	
OG0002448	GL50803_6918	GMRT_12053	
OG0002449	GL50803_14322	GMRT_12050	
OG0002450	GL50803_17291	GMRT_12048	
OG0002451	GL50803_2509	GMRT_12047	
OG0002452	GL50803_2508	GMRT_12046	
OG0002453	GL50803_9718	GMRT_12045	
OG0002454	GL50803_9720	GMRT_14936	
OG0002455	GL50803_15023	GMRT_12041	
OG0002456	GL50803_17286	GMRT_12042	
OG0002457	GL50803_17285	GMRT_12043	
OG0002458	GL50803_14859	GMRT_14930	
OG0002459	GL50803_14858	GMRT_14929	
OG0002460	GL50803_14857	GMRT_14399	
OG0002461	GL50803_14855	GMRT_10008	
OG0002462	GL50803_6490	GMRT_14396	
OG0002463	GL50803_27880	GMRT_14392	
OG0002464	GL50803_17280	GMRT_14388	
OG0002465	GL50803_17279	GMRT_14389	
OG0002466	GL50803_13523	GMRT_14391	
OG0002467	GL50803_13524		SS50377_21020
OG0002468	GL50803_33978, GL50803_60606		
OG0002469	GL50803_11446	GMRT_14378	
OG0002470	GL50803_15418	GMRT_14379	
OG0002471	GL50803_33433	GMRT_15240	
OG0002472	GL50803_13428	GMRT_16092	
OG0002473	GL50803_23235	GMRT_15805	
OG0002474	GL50803_19364	GMRT_13318	
OG0002475	GL50803_16471	GMRT_15804	
OG0002476	GL50803_33660	GMRT_15803	
OG0002477	GL50803_3287	GMRT_15802	
OG0002478	GL50803_7204	GMRT_15799	
OG0002479	GL50803_8913	GMRT_15792	
OG0002480	GL50803_8916	GMRT_11694	
OG0002481	GL50803_16745	GMRT_11695	
OG0002482	GL50803_13479	GMRT_15778	
OG0002483	GL50803_112695, GL50803_113433		
OG0002484	GL50803_30448	GMRT_15098	
OG0002485	GL50803_9289	GMRT_15781	
OG0002486	GL50803_14922	GMRT_15780	
OG0002487	GL50803_17229	GMRT_15779	
OG0002488	GL50803_9296	GMRT_15786	
OG0002489	GL50803_114230	GMRT_11713	
OG0002490	GL50803_10667	GMRT_10607	
OG0002491	GL50803_60288	GMRT_fx005	
OG0002492	GL50803_6245	GMRT_12350	
OG0002493	GL50803_114242	GMRT_12368	
OG0002494	GL50803_16992	GMRT_12367	
OG0002495	GL50803_13903	GMRT_12352	
OG0002496	GL50803_114247	GMRT_12369	
OG0002497	GL50803_6713, GL50803_94868		
OG0002498	GL50803_6725	GMRT_12374	
OG0002499	GL50803_12941	GMRT_12386	
OG0002500	GL50803_16126	GMRT_12385	
OG0002501	GL50803_26749		SS50377_23117
